NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
VACUOLAR TRANSPORT%GOBP%GO:0007034	VACUOLAR TRANSPORT%GOBP%GO:0007034	Details ...	135	0.6938214	1.865578	0.0	0.0014656325	0.014	1897	tags=27%, list=14%, signal=31%	
ER TO GOLGI ANTEROGRADE TRANSPORT%REACTOME%R-HSA-199977.4	ER TO GOLGI ANTEROGRADE TRANSPORT%REACTOME%R-HSA-199977.4	Details ...	126	0.6980202	1.8650802	0.0	0.0013434965	0.014	1970	tags=32%, list=14%, signal=37%	
RENAL SYSTEM PROCESS%GOBP%GO:0003014	RENAL SYSTEM PROCESS%GOBP%GO:0003014	Details ...	46	0.8120031	1.8497022	0.0	0.0021289184	0.024	1241	tags=41%, list=9%, signal=45%	
VACUOLE ORGANIZATION%GOBP%GO:0007033	VACUOLE ORGANIZATION%GOBP%GO:0007033	Details ...	131	0.69034404	1.8454221	0.0	0.0023864598	0.029	1936	tags=27%, list=14%, signal=31%	
CELL JUNCTION ORGANIZATION%REACTOME%R-HSA-446728.2	CELL JUNCTION ORGANIZATION%REACTOME%R-HSA-446728.2	Details ...	61	0.7832344	1.8404553	0.0	0.0025358638	0.033	1334	tags=36%, list=10%, signal=40%	
MUSCLE SYSTEM PROCESS%GOBP%GO:0003012	MUSCLE SYSTEM PROCESS%GOBP%GO:0003012	Details ...	97	0.71091074	1.840392	0.0	0.0023773722	0.033	1471	tags=23%, list=11%, signal=25%	
LYSOSOMAL TRANSPORT%GOBP%GO:0007041	LYSOSOMAL TRANSPORT%GOBP%GO:0007041	Details ...	109	0.70549977	1.8356544	0.0	0.0024410405	0.036	1897	tags=28%, list=14%, signal=33%	
ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:0030048	ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:0030048	Details ...	54	0.7877362	1.8352262	0.0	0.002305427	0.036	860	tags=33%, list=6%, signal=35%	
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME DATABASE ID RELEASE 79%1474244	EXTRACELLULAR MATRIX ORGANIZATION%REACTOME DATABASE ID RELEASE 79%1474244	Details ...	180	0.66623336	1.8313705	0.0	0.0023658865	0.039	1509	tags=31%, list=11%, signal=34%	
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	Details ...	176	0.663512	1.8311679	0.0	0.0022475922	0.039	1433	tags=26%, list=10%, signal=29%	
NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME DATABASE ID RELEASE 79%3000171	NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME DATABASE ID RELEASE 79%3000171		37	0.83977133	1.8306848	0.0	0.0023061337	0.042	1199	tags=54%, list=9%, signal=59%	
POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921	POSITIVE REGULATION OF EXOCYTOSIS%GOBP%GO:0045921		55	0.77023625	1.8239106	0.0021141649	0.0028278402	0.054	1733	tags=36%, list=12%, signal=41%	
GLIOGENESIS%GOBP%GO:0042063	GLIOGENESIS%GOBP%GO:0042063		75	0.7315314	1.8215826	0.0	0.0029054096	0.058	1293	tags=31%, list=9%, signal=34%	
SMOOTH MUSCLE CONTRACTION%REACTOME%R-HSA-445355.6	SMOOTH MUSCLE CONTRACTION%REACTOME%R-HSA-445355.6		29	0.8611718	1.8151388	0.0	0.003451106	0.071	1256	tags=48%, list=9%, signal=53%	
RETINOID METABOLIC PROCESS%GOBP%GO:0001523	RETINOID METABOLIC PROCESS%GOBP%GO:0001523		31	0.8324815	1.8125557	0.0	0.00358587	0.076	1491	tags=42%, list=11%, signal=47%	
MUSCLE STRUCTURE DEVELOPMENT%GOBP%GO:0061061	MUSCLE STRUCTURE DEVELOPMENT%GOBP%GO:0061061		177	0.65768534	1.8043947	0.0	0.004100124	0.09	1456	tags=20%, list=10%, signal=22%	
MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 79%397014	MUSCLE CONTRACTION%REACTOME DATABASE ID RELEASE 79%397014		109	0.6899461	1.8035257	0.0	0.0041191773	0.093	1471	tags=26%, list=11%, signal=29%	
CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742	CELL-CELL ADHESION VIA PLASMA-MEMBRANE ADHESION MOLECULES%GOBP%GO:0098742		98	0.6951504	1.8017197	0.0	0.0043825465	0.103	2638	tags=42%, list=19%, signal=51%	
MUSCLE CONTRACTION%GOBP%GO:0006936	MUSCLE CONTRACTION%GOBP%GO:0006936		83	0.7204633	1.7995061	0.0	0.004390416	0.107	1471	tags=24%, list=11%, signal=27%	
ION CHANNEL TRANSPORT%REACTOME DATABASE ID RELEASE 79%983712	ION CHANNEL TRANSPORT%REACTOME DATABASE ID RELEASE 79%983712		117	0.6771652	1.799466	0.0	0.004244069	0.107	1682	tags=32%, list=12%, signal=37%	
POSITIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903532	POSITIVE REGULATION OF SECRETION BY CELL%GOBP%GO:1903532		140	0.6699502	1.7962301	0.0	0.0045544486	0.118	2186	tags=34%, list=16%, signal=40%	
CELL-CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 79%421270	CELL-CELL JUNCTION ORGANIZATION%REACTOME DATABASE ID RELEASE 79%421270		38	0.80955756	1.7959533	0.0	0.0044474616	0.119	1334	tags=32%, list=10%, signal=35%	
PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY	PID_AJDISS_2PATHWAY%MSIGDB_C2%PID_AJDISS_2PATHWAY		32	0.8294349	1.7953202	0.0	0.0043471125	0.12	1070	tags=34%, list=8%, signal=37%	
G ALPHA (I) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 79%418594	G ALPHA (I) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 79%418594		129	0.6701665	1.7866397	0.0	0.0054427804	0.155	1543	tags=28%, list=11%, signal=31%	
CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0021953	CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GOBP%GO:0021953		50	0.7606025	1.7826971	0.0	0.0057805423	0.169	1059	tags=30%, list=8%, signal=32%	
KERATINIZATION%REACTOME%R-HSA-6805567.2	KERATINIZATION%REACTOME%R-HSA-6805567.2		37	0.8126508	1.7802732	0.0	0.0060051796	0.18	1342	tags=41%, list=10%, signal=45%	
AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037	AUTOPHAGOSOME ORGANIZATION%GOBP%GO:1905037		61	0.73406494	1.779697	0.0	0.005967283	0.184	1700	tags=26%, list=12%, signal=30%	
VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876	VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876		106	0.68019456	1.7789977	0.0	0.005960432	0.187	1384	tags=23%, list=10%, signal=25%	
HEART PROCESS%GOBP%GO:0003015	HEART PROCESS%GOBP%GO:0003015		41	0.80275816	1.7773747	0.0	0.006192008	0.199	1649	tags=32%, list=12%, signal=36%	
OPIOID SIGNALLING%REACTOME%R-HSA-111885.2	OPIOID SIGNALLING%REACTOME%R-HSA-111885.2		66	0.7322952	1.774833	0.0	0.006782574	0.221	1536	tags=33%, list=11%, signal=37%	
SECRETION BY CELL%GOBP%GO:0032940	SECRETION BY CELL%GOBP%GO:0032940		196	0.63843536	1.7746545	0.0	0.0066737174	0.223	2168	tags=30%, list=16%, signal=35%	
BEHAVIOR%GOBP%GO:0007610	BEHAVIOR%GOBP%GO:0007610		126	0.6756565	1.7736801	0.0	0.006651128	0.227	1742	tags=25%, list=13%, signal=28%	
REGULATION OF ACTION POTENTIAL%GOBP%GO:0098900	REGULATION OF ACTION POTENTIAL%GOBP%GO:0098900		38	0.8105405	1.7702887	0.0	0.006870611	0.238	842	tags=21%, list=6%, signal=22%	
SKELETAL MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0060538	SKELETAL MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0060538		31	0.8324122	1.769939	0.0	0.006818963	0.241	816	tags=26%, list=6%, signal=27%	
DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 79%3906995	DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME DATABASE ID RELEASE 79%3906995		37	0.79853004	1.7697821	0.0	0.006692612	0.242	1435	tags=27%, list=10%, signal=30%	
DITERPENOID METABOLIC PROCESS%GOBP%GO:0016101	DITERPENOID METABOLIC PROCESS%GOBP%GO:0016101		33	0.8278194	1.7675776	0.0	0.006847111	0.249	1491	tags=39%, list=11%, signal=44%	
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178	TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178		96	0.6861961	1.7658927	0.0	0.006996363	0.261	1497	tags=29%, list=11%, signal=32%	
HEART CONTRACTION%GOBP%GO:0060047	HEART CONTRACTION%GOBP%GO:0060047		34	0.8209734	1.7609988	0.0	0.0079279	0.295	483	tags=21%, list=3%, signal=21%	
COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1	COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1		78	0.71199566	1.7604877	0.0	0.007812704	0.296	1970	tags=37%, list=14%, signal=43%	
AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0000045	AUTOPHAGOSOME ASSEMBLY%GOBP%GO:0000045		57	0.74170303	1.758	0.0	0.008233048	0.316	1700	tags=28%, list=12%, signal=32%	
MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0007517	MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0007517		85	0.7002152	1.7558463	0.0	0.008566135	0.331	1405	tags=18%, list=10%, signal=20%	
SENSORY PROCESSING OF SOUND%REACTOME%R-HSA-9659379.2	SENSORY PROCESSING OF SOUND%REACTOME%R-HSA-9659379.2		45	0.77834207	1.7550517	0.0	0.008577041	0.337	1300	tags=27%, list=9%, signal=29%	
REGULATION OF METAL ION TRANSPORT%GOBP%GO:0010959	REGULATION OF METAL ION TRANSPORT%GOBP%GO:0010959		180	0.6430726	1.7538344	0.0	0.008566593	0.343	1471	tags=22%, list=11%, signal=24%	
O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.4	O-LINKED GLYCOSYLATION%REACTOME%R-HSA-5173105.4		63	0.72492903	1.7520088	0.0	0.008621055	0.35	2067	tags=35%, list=15%, signal=41%	
STRIATED MUSCLE CONTRACTION%GOBP%GO:0006941	STRIATED MUSCLE CONTRACTION%GOBP%GO:0006941		38	0.7941984	1.7511153	0.0	0.008651857	0.356	1649	tags=34%, list=12%, signal=39%	
SENSORY PROCESSING OF SOUND BY OUTER HAIR CELLS OF THE COCHLEA%REACTOME DATABASE ID RELEASE 79%9662361	SENSORY PROCESSING OF SOUND BY OUTER HAIR CELLS OF THE COCHLEA%REACTOME DATABASE ID RELEASE 79%9662361		30	0.81853515	1.7501057	0.0	0.008843471	0.37	704	tags=27%, list=5%, signal=28%	
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098901	REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:0098901		25	0.86923605	1.7484341	0.0	0.009151546	0.383	842	tags=28%, list=6%, signal=30%	
NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288	NEGATIVE REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090288		55	0.7511577	1.7449574	0.001980198	0.010102015	0.416	1497	tags=31%, list=11%, signal=35%	
PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0006911	PHAGOCYTOSIS, ENGULFMENT%GOBP%GO:0006911		23	0.8628776	1.7446016	0.0019646366	0.010048005	0.418	70	tags=13%, list=1%, signal=13%	
ACTIN-MEDIATED CELL CONTRACTION%GOBP%GO:0070252	ACTIN-MEDIATED CELL CONTRACTION%GOBP%GO:0070252		30	0.8235274	1.7396196	0.0	0.011205576	0.45	1471	tags=43%, list=11%, signal=48%	
SPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006665	SPHINGOLIPID METABOLIC PROCESS%GOBP%GO:0006665		107	0.6676315	1.7395662	0.0	0.0110402815	0.451	1922	tags=42%, list=14%, signal=48%	
MYELINATION%GOBP%GO:0042552	MYELINATION%GOBP%GO:0042552		43	0.7596296	1.7364644	0.002004008	0.011896822	0.476	1457	tags=35%, list=10%, signal=39%	
VISUAL PHOTOTRANSDUCTION%REACTOME%R-HSA-2187338.1	VISUAL PHOTOTRANSDUCTION%REACTOME%R-HSA-2187338.1		55	0.7479874	1.7360338	0.0	0.011835165	0.481	1426	tags=36%, list=10%, signal=40%	
CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048	CARDIAC MUSCLE CONTRACTION%GOBP%GO:0060048		30	0.82189804	1.7333878	0.0	0.012460511	0.504	1649	tags=37%, list=12%, signal=42%	
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1902305	REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1902305		39	0.77193147	1.7332838	0.002105263	0.012286616	0.505	1210	tags=31%, list=9%, signal=34%	
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179		59	0.7177124	1.7305847	0.0	0.01301907	0.534	1405	tags=36%, list=10%, signal=39%	
GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001	GLIAL CELL DIFFERENTIATION%GOBP%GO:0010001		60	0.718772	1.7305197	0.0	0.012824756	0.534	1229	tags=27%, list=9%, signal=29%	
MEMBRANE DOCKING%GOBP%GO:0022406	MEMBRANE DOCKING%GOBP%GO:0022406		75	0.70138013	1.730502	0.0	0.012652834	0.535	2672	tags=36%, list=19%, signal=44%	
REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644	REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644		50	0.7539021	1.7276449	0.0020408162	0.013485167	0.564	929	tags=20%, list=7%, signal=21%	
FORMATION OF THE CORNIFIED ENVELOPE%REACTOME%R-HSA-6809371.3	FORMATION OF THE CORNIFIED ENVELOPE%REACTOME%R-HSA-6809371.3		28	0.81538254	1.7249224	0.0	0.014064163	0.582	1342	tags=43%, list=10%, signal=47%	
POST-GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006892	POST-GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006892		88	0.68164974	1.7242848	0.0	0.014043134	0.588	2739	tags=38%, list=20%, signal=46%	
PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS (FSGS)%WIKIPATHWAYS_20220310%WP2572%HOMO SAPIENS	PRIMARY FOCAL SEGMENTAL GLOMERULOSCLEROSIS (FSGS)%WIKIPATHWAYS_20220310%WP2572%HOMO SAPIENS		45	0.7630264	1.7209125	0.0	0.015090103	0.624	1283	tags=56%, list=9%, signal=61%	
NEGATIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043407	NEGATIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043407		38	0.7699788	1.7207563	0.0	0.015025836	0.629	1327	tags=37%, list=10%, signal=41%	
PEPTIDE HORMONE METABOLISM%REACTOME DATABASE ID RELEASE 79%2980736	PEPTIDE HORMONE METABOLISM%REACTOME DATABASE ID RELEASE 79%2980736		48	0.74125105	1.7203017	0.0	0.015039828	0.634	977	tags=25%, list=7%, signal=27%	
REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0006942	REGULATION OF STRIATED MUSCLE CONTRACTION%GOBP%GO:0006942		43	0.76998407	1.718232	0.0	0.015650177	0.65	1084	tags=23%, list=8%, signal=25%	
REGULATED EXOCYTOSIS%GOBP%GO:0045055	REGULATED EXOCYTOSIS%GOBP%GO:0045055		71	0.7054114	1.7164592	0.0	0.016032502	0.664	2614	tags=44%, list=19%, signal=53%	
CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.1	CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.1		39	0.7681846	1.716061	0.0	0.016032422	0.667	1426	tags=33%, list=10%, signal=37%	
REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117	REGULATION OF CARDIAC MUSCLE CONTRACTION%GOBP%GO:0055117		39	0.7773212	1.7117791	0.0019762847	0.0175205	0.701	1084	tags=26%, list=8%, signal=28%	
SEMAPHORIN INTERACTIONS%REACTOME%R-HSA-373755.1	SEMAPHORIN INTERACTIONS%REACTOME%R-HSA-373755.1		54	0.72052646	1.711521	0.0042918455	0.017413644	0.704	1659	tags=46%, list=12%, signal=52%	
REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0010559	REGULATION OF GLYCOPROTEIN BIOSYNTHETIC PROCESS%GOBP%GO:0010559		28	0.8110979	1.7107285	0.0	0.017598832	0.712	2025	tags=57%, list=15%, signal=67%	
PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009	PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009		79	0.6908808	1.7074772	0.0	0.018723201	0.74	1973	tags=29%, list=14%, signal=34%	
ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY%WIKIPATHWAYS_20220310%WP2118%HOMO SAPIENS	ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY%WIKIPATHWAYS_20220310%WP2118%HOMO SAPIENS		37	0.7839075	1.707151	0.0019379845	0.01864868	0.745	1383	tags=46%, list=10%, signal=51%	
VASOPRESSIN REGULATES RENAL WATER HOMEOSTASIS VIA AQUAPORINS%REACTOME DATABASE ID RELEASE 79%432040	VASOPRESSIN REGULATES RENAL WATER HOMEOSTASIS VIA AQUAPORINS%REACTOME DATABASE ID RELEASE 79%432040		28	0.81286865	1.7068981	0.0021321962	0.01852096	0.746	1467	tags=39%, list=11%, signal=44%	
CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216	CELL-CELL JUNCTION ORGANIZATION%GOBP%GO:0045216		99	0.661829	1.705868	0.0	0.01858636	0.752	1533	tags=34%, list=11%, signal=38%	
REGULATION OF GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:1903018	REGULATION OF GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:1903018		32	0.79835886	1.703696	0.0	0.019123713	0.766	2025	tags=56%, list=15%, signal=66%	
AQUAPORIN-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 79%445717	AQUAPORIN-MEDIATED TRANSPORT%REACTOME DATABASE ID RELEASE 79%445717		29	0.80153936	1.7017926	0.0	0.019770684	0.78	1467	tags=38%, list=11%, signal=42%	
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY		41	0.76055723	1.7017536	0.0020920502	0.019583417	0.78	1517	tags=41%, list=11%, signal=46%	
ELASTIC FIBRE FORMATION%REACTOME%R-HSA-1566948.2	ELASTIC FIBRE FORMATION%REACTOME%R-HSA-1566948.2		29	0.80753994	1.7000484	0.0019493178	0.02011528	0.788	1349	tags=38%, list=10%, signal=42%	
MULTICELLULAR ORGANISMAL SIGNALING%GOBP%GO:0035637	MULTICELLULAR ORGANISMAL SIGNALING%GOBP%GO:0035637		54	0.7188855	1.6983461	0.0	0.020740328	0.804	1750	tags=30%, list=13%, signal=34%	
REGULATION OF PLASMA MEMBRANE ORGANIZATION%GOBP%GO:1903729	REGULATION OF PLASMA MEMBRANE ORGANIZATION%GOBP%GO:1903729		15	0.90248144	1.6970547	0.0020491802	0.02094499	0.81	582	tags=40%, list=4%, signal=42%	
ENSHEATHMENT OF NEURONS%GOBP%GO:0007272	ENSHEATHMENT OF NEURONS%GOBP%GO:0007272		44	0.7501464	1.6951463	0.0	0.021723706	0.831	1457	tags=34%, list=10%, signal=38%	
REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071634	REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071634		22	0.84310365	1.6947787	0.0	0.02161269	0.833	1405	tags=59%, list=10%, signal=66%	
ESTABLISHMENT OF VESICLE LOCALIZATION%GOBP%GO:0051650	ESTABLISHMENT OF VESICLE LOCALIZATION%GOBP%GO:0051650		142	0.6334926	1.6945746	0.0	0.021490749	0.833	2231	tags=30%, list=16%, signal=35%	
REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092	REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092		162	0.618719	1.6940881	0.0	0.021566806	0.837	2025	tags=31%, list=15%, signal=36%	
PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0046470	PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0046470		39	0.75836104	1.6940825	0.0021097045	0.02135175	0.837	2201	tags=51%, list=16%, signal=61%	
MEMBRANE FUSION%GOBP%GO:0061025	MEMBRANE FUSION%GOBP%GO:0061025		111	0.647781	1.6929716	0.0	0.021739727	0.851	2584	tags=33%, list=19%, signal=41%	
NEPHROTIC SYNDROME%WIKIPATHWAYS_20220310%WP4758%HOMO SAPIENS	NEPHROTIC SYNDROME%WIKIPATHWAYS_20220310%WP4758%HOMO SAPIENS		24	0.8386211	1.6928607	0.0	0.021563165	0.851	401	tags=29%, list=3%, signal=30%	
REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0002028	REGULATION OF SODIUM ION TRANSPORT%GOBP%GO:0002028		52	0.7330459	1.6924802	0.0	0.021437319	0.852	1614	tags=29%, list=12%, signal=33%	
SEMA4D IN SEMAPHORIN SIGNALING%REACTOME DATABASE ID RELEASE 79%400685	SEMA4D IN SEMAPHORIN SIGNALING%REACTOME DATABASE ID RELEASE 79%400685		22	0.83487844	1.6923466	0.0	0.021301545	0.853	1061	tags=50%, list=8%, signal=54%	
GLOMERULUS DEVELOPMENT%GOBP%GO:0032835	GLOMERULUS DEVELOPMENT%GOBP%GO:0032835		18	0.8686021	1.6917939	0.0	0.021329887	0.853	1147	tags=39%, list=8%, signal=42%	
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0021954	CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0021954		34	0.7744116	1.6907028	0.0061099795	0.02167638	0.861	1059	tags=35%, list=8%, signal=38%	
AXON ENSHEATHMENT%GOBP%GO:0008366	AXON ENSHEATHMENT%GOBP%GO:0008366		44	0.7501464	1.688973	0.004115226	0.02226396	0.866	1457	tags=34%, list=10%, signal=38%	
PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS%GOBP%GO:0046337	PHOSPHATIDYLETHANOLAMINE METABOLIC PROCESS%GOBP%GO:0046337		19	0.85941803	1.6880491	0.0	0.022525651	0.871	347	tags=21%, list=2%, signal=22%	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO VACUOLE%GOBP%GO:0072666	ESTABLISHMENT OF PROTEIN LOCALIZATION TO VACUOLE%GOBP%GO:0072666		48	0.7413236	1.6878713	0.0020325202	0.022353444	0.873	2032	tags=31%, list=15%, signal=36%	
SENSORY PROCESSING OF SOUND BY INNER HAIR CELLS OF THE COCHLEA%REACTOME DATABASE ID RELEASE 79%9662360	SENSORY PROCESSING OF SOUND BY INNER HAIR CELLS OF THE COCHLEA%REACTOME DATABASE ID RELEASE 79%9662360		41	0.75020045	1.6864668	0.0019880715	0.022903278	0.878	1300	tags=24%, list=9%, signal=27%	
PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024	PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024		31	0.781206	1.6860814	0.0019305019	0.022817438	0.88	847	tags=19%, list=6%, signal=21%	
